Fight_ID,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_Corner_Fighter,Blue_Corner_Fighter,Red_Fighter_odds,Blue_Fighter_odds,Winner,Red_profit_on_a_100_credit_winnin_bet,Blue_profit_on_a_100_credit_winnin_bet
1516,Eric Spicely,Alessio Di Chirico,-110,-110,Red,Donald Cerrone,Darren Till,-150,130,Blue,66.66666667,130
1517,Marcos Rogerio de Lima,Jeremy Kimball,-130,110,Red,Karolina Kowalkiewicz,Jodie Esquibel,-600,450,Red,16.66666667,450
1518,Alexandre Pantoja,Eric Shelton,100,-120,Red,Jan Blachowicz,Devin Clark,130,-150,Red,130,66.66666667
1519,Jason Gonzalez,JC Cottrell,105,-125,Red,Oskar Piechota,Jonathan Wilson,-220,180,Red,45.45454545,180
1520,Yair Rodriguez,BJ Penn,-350,290,Red,Marcin Held,Nasrat Haqparast,-355,295,Red,28.16901408,295
1521,Joe Lauzon,Marcin Held,-140,120,Red,Damian Stasiak,Brian Kelleher,-115,-105,Blue,86.95652174,95.23809524
1522,Court McGee,Ben Saunders,-135,115,Blue,Sam Alvey,Ramazan Emeev,130,-150,Blue,130,66.66666667
1523,John Moraga,Sergio Pettis,140,-160,Blue,Artem Lobov,Andre Fili,150,-170,Blue,150,58.82352941
1524,Devin Powell,Drakkar Klose,260,-320,Blue,Salim Touahri,Warlley Alves,250,-300,Blue,250,33.33333333
1525,Frankie Saenz,Augusto Mendes,-160,140,Blue,Lina Lansberg,Aspen Ladd,200,-240,Blue,200,41.66666667
1526,Aleksei Oleinik,Viktor Pesta,-140,120,Red,Felipe Arantes,Josh Emmett,200,-240,Blue,200,41.66666667
1527,Anthony Rocco Martin,Alex White,-170,150,Red,Tony Ferguson,Kevin Lee,-290,245,Red,34.48275862,245
1528,Jocelyn Jones-Lybarger,Nina Ansaroff,135,-175,Blue,Demetrious Johnson,Ray Borg,-1000,650,Red,10,650
1529,Walt Harris,Chase Sherman,-155,135,Red,Fabricio Werdum,Walt Harris,-210,175,Red,47.61904762,175
1530,Bojan Mihajlovic,Joachim Christensen,210,-250,Blue,Mara Romero Borella,Kalindra Faria,215,-255,Red,215,39.21568627
1531,Dmitrii Smoliakov,Cyril Asker,100,-120,Blue,Tom Duquesnoy,Cody Stamann,-160,140,Blue,62.5,140
1532,Amanda Nunes,Ronda Rousey,165,-190,Red,Pearl Gonzalez,Poliana Botelho,140,-160,Blue,140,62.5
1533,Dominick Cruz,Cody Garbrandt,-245,205,Blue,Matt Schnell,Marco Beltran,-125,105,Red,80,105
1534,TJ Dillashaw,John Lineker,-230,190,Red,John Moraga,Magomed Bibulatov,425,-550,Red,425,18.18181818
1535,Dong Hyun Kim,Tarec Saffiedine,-145,125,Red,Thales Leites,Brad Tavares,155,-175,Blue,155,57.14285714
1536,Louis Smolka,Ray Borg,120,-140,Blue,Ovince Saint Preux,Yushin Okami,-430,345,Red,23.25581395,345
1537,Johny Hendricks,Neil Magny,170,-200,Blue,Claudia Gadelha,Jessica Andrade,-290,245,Blue,34.48275862,245
1538,Antonio Carlos Junior,Marvin Vettori,-120,100,Red,Takanori Gomi,Dong Hyun Ma,290,-350,Blue,290,28.57142857
1539,Mike Pyle,Alex Garcia,180,-220,Blue,Gokhan Saki,Henrique da Silva,-200,170,Red,50,170
1540,Brandon Thatch,Niko Price,-155,135,Blue,Teruto Ishihara,Rolando Dy,-155,135,Red,64.51612903,135
1541,Alex Oliveira,Tim Means,-140,120,Draw,Jussier Formiga,Ulka Sasaki,-420,335,Red,23.80952381,335
1542,Paige VanZant,Michelle Waterson,-110,-110,Blue,Keita Nakamura,Alex Morono,-110,-110,Red,90.90909091,90.90909091
1543,Sage Northcutt,Mickey Gall,140,-160,Blue,Syuri Kondo,Chanmi Jeon,-150,130,Red,66.66666667,130
1544,Urijah Faber,Brad Pickett,-340,280,Red,Shinsho Anzai,Luke Jumeau,215,-255,Red,215,39.21568627
1545,Alan Jouban,Mike Perry,125,-145,Red,Daichi Abe,Hyun Gyu Lim,100,-120,Red,100,83.33333333
1546,Henrique da Silva,Paul Craig,-230,190,Blue,Luke Rockhold,David Branch,-500,400,Red,20,400
1547,Cole Miller,Mizuto Hirota,-115,-105,Blue,Mike Perry,Alex Reyes,-420,335,Red,23.80952381,335
1548,Bryan Barberena,Colby Covington,300,-360,Blue,Hector Lombard,Anthony Smith,135,-155,Blue,135,64.51612903
1549,James Moontasri,Alex Morono,-135,115,Blue,Gregor Gillespie,Jason Gonzalez,-420,335,Red,23.80952381,335
1550,Josh Emmett,Scott Holtzman,-195,168,Red,Kamaru Usman,Sergio Moraes,-1000,650,Red,10,650
1551,Leslie Smith,Irene Aldana,255,-310,Red,Justin Ledet,Zu Anyanwu,-470,375,Red,21.27659574,375
1552,Eddie Wineland,Takeya Mizugaki,-170,150,Red,Anthony Rocco Martin,Olivier Aubin-Mercier,-115,-105,Blue,86.95652174,95.23809524
1553,Hector Sandoval,Fredy Serrano,-125,105,Red,Anthony Hamilton,Daniel Spitz,-192,177,Blue,52.08333333,177
1554,Bojan Velickovic,Sultan Aliev,-160,140,Blue,Krzysztof Jotko,Uriah Hall,-200,170,Blue,50,170
1555,Max Holloway,Anthony Pettis,-300,250,Red,Jason Saggo,Gilbert Burns,130,-150,Blue,130,66.66666667
1556,Donald Cerrone,Matt Brown,-300,250,Red,Amanda Nunes,Valentina Shevchenko,125,-145,Red,125,68.96551724
1557,Cub Swanson,Dooho Choi,195,-235,Red,Neil Magny,Rafael Dos Anjos,165,-190,Blue,165,52.63157895
1558,Tim Kennedy,Kelvin Gastelum,-125,105,Blue,Henry Cejudo,Wilson Reis,-400,325,Red,25,325
1559,Jordan Mein,Emil Meek,-170,150,Blue,Ilir Latifi,Tyson Pedro,120,-140,Red,120,71.42857143
1560,Nikita Krylov,Misha Cirkunov,-115,-105,Blue,Jeremy Stephens,Gilbert Melendez,-115,-105,Red,86.95652174,95.23809524
1561,Olivier Aubin-Mercier,Drew Dober,-185,160,Red,Sara McMann,Ketlen Vieira,-200,170,Blue,50,170
1562,Valerie Letourneau,Viviane Pereira,-120,100,Blue,Sarah Moras,Ashlee Evans-Smith,260,-320,Red,260,31.25
1563,Mitch Gagnon,Matthew Lopez,-130,110,Blue,Gavin Tucker,Rick Glenn,-370,310,Blue,27.02702703,310
1564,John Makdessi,Lando Vannata,135,-155,Blue,Mitch Clarke,Alex White,180,-220,Blue,180,45.45454545
1565,Jason Saggo,Rustam Khabilov,180,-220,Blue,Luis Henrique,Arjan Bhullar,175,-210,Blue,175,47.61904762
1566,Zach Makovsky,Dustin Ortiz,-130,110,Blue,Kajan Johnson,Adriano Martins,450,-600,Red,450,16.66666667
1567,Derrick Lewis,Shamil Abdurakhimov,-250,210,Red,Alexander Volkov,Stefan Struve,-130,110,Red,76.92307692,110
1568,Francis Ngannou,Anthony Hamilton,-440,350,Red,Siyar Bahadurzada,Rob Wilkinson,-130,110,Red,76.92307692,110
1569,Corey Anderson,Sean O'Connell,-400,325,Red,Marion Reneau,Talita Bernardo,-320,260,Red,31.25,260
1570,Gian Villante,Saparbeg Safarov,-190,165,Red,Leon Edwards,Bryan Barberena,-250,210,Red,40,210
1571,Justine Kish,Ashley Yoder,-230,190,Red,Darren Till,Bojan Velickovic,-190,165,Red,52.63157895,165
1572,Randy Brown,Brian Camozzi,-150,130,Red,Mairbek Taisumov,Felipe Silva,-525,450,Red,19.04761905,450
1573,Joe Gigliotti,Gerald Meerschaert,170,-200,Blue,Michel Prazeres,Mads Burnell,-390,320,Red,25.64102564,320
1574,Andrew Sanchez,Trevor Smith,-200,170,Red,Rustam Khabilov,Desmond Green,-250,210,Red,40,210
1575,Tiago Trator,Shane Burgos,165,-190,Blue,Francimar Barroso,Aleksandar Rakic,125,-145,Blue,125,68.96551724
1576,Frankie Perez,Marc Diakiese,220,-260,Blue,Mike Santiago,Zabit Magomedsharipov,325,-400,Blue,325,25
1577,Keith Berish,Ryan Janes,130,-150,Blue,Bojan Mihajlovic,Abdul-Kerim Edilov,485,-670,Blue,485,14.92537313
1578,Juliana Lima,JJ Aldrich,-230,190,Red,Thibault Gouti,Andrew Holbrook,155,-175,Red,155,57.14285714
1579,Demetrious Johnson,Tim Elliott,-900,600,Red,Sergio Pettis,Brandon Moreno,155,-175,Red,155,57.14285714
1580,Joseph Benavidez,Henry Cejudo,-200,163,Red,Randa Markos,Alexa Grasso,180,-220,Blue,180,45.45454545
1581,Jake Ellenberger,Jorge Masvidal,175,-210,Blue,Alan Jouban,Niko Price,-165,145,Blue,60.60606061,145
1582,Ion Cutelaba,Jared Cannonier,-230,190,Blue,Martin Bravo,Humberto Bandenay,-300,250,Blue,33.33333333,250
1583,Sara McMann,Alexis Davis,-155,135,Red,Sam Alvey,Rashad Evans,-130,110,Red,76.92307692,110
1584,Brandon Moreno,Ryan Benoit,-190,165,Red,Alejandro Perez,Andre Soukhamthath,-165,145,Red,60.60606061,145
1585,Gray Maynard,Ryan Hall,145,-165,Blue,Bradley Scott,Jack Hermansson,240,-280,Blue,240,35.71428571
1586,Rob Font,Matt Schnell,-270,230,Red,Dustin Ortiz,Hector Sandoval,-175,155,Red,57.14285714,155
1587,Dong Hyun Ma,Brendan O'Reilly,-150,130,Red,Henry Briones,Rani Yahya,190,-230,Blue,190,43.47826087
1588,Kailin Curran,Jamie Moyle,-120,100,Blue,Jose Quinonez,Diego Rivas,-245,205,Red,40.81632653,205
1589,Elvis Mutapcic,Anthony Smith,-105,-115,Blue,Joseph Morales,Roberto Sanchez,100,-120,Red,100,83.33333333
1590,Josh Stansbury,Devin Clark,-105,-115,Blue,Alvaro Herrera,Jordan Rinaldi,185,-225,Blue,185,44.44444444
1591,Robert Whittaker,Derek Brunson,100,-120,Red,Tyron Woodley,Demian Maia,-220,180,Red,45.45454545,180
1592,Jake Matthews,Andrew Holbrook,-550,425,Blue,Cris Cyborg,Tonya Evinger,-1250,800,Red,8,800
1593,Kyle Noke,Omari Akhmedov,-110,-110,Blue,Robbie Lawler,Donald Cerrone,-155,135,Red,64.51612903,135
1594,Yusuke Kasuya,Alexander Volkanovski,135,-155,Blue,Jimi Manuwa,Volkan Oezdemir,-175,155,Blue,57.14285714,155
1595,Khalil Rountree Jr.,Tyson Pedro,-105,-115,Blue,Ricardo Lamas,Jason Knight,-105,-115,Red,95.23809524,86.95652174
1596,Seohee Ham,Danielle Taylor,-110,-110,Blue,Aljamain Sterling,Renan Barao,110,-130,Red,110,76.92307692
1597,Daniel Kelly,Chris Camozzi,165,-190,Red,Brian Ortega,Renato Moicano,160,-185,Red,160,54.05405405
1598,Damien Brown,Jon Tuck,130,-150,Red,Andre Fili,Calvin Kattar,-175,155,Blue,57.14285714,155
1599,Richard Walsh,Jonathan Meunier,-135,115,Blue,Kailin Curran,Alexandra Albu,155,-175,Blue,155,57.14285714
1600,Ben Nguyen,Geane Herrera,-140,120,Red,Eric Shelton,Jarred Brooks,125,-145,Blue,125,68.96551724
1601,Dan Hooker,Jason Knight,-145,125,Blue,Joshua Burkman,Drew Dober,255,-310,Blue,255,32.25806452
1602,Marlon Vera,Ning Guangyou,-110,-110,Red,Chris Weidman,Kelvin Gastelum,135,-155,Red,135,64.51612903
1603,Yao Zhikui,Jenel Lausa,115,-135,Blue,Dennis Bermudez,Darren Elkins,-210,175,Blue,47.61904762,175
1604,Ryan Bader,Rogerio Nogueira,-340,280,Red,Patrick Cummins,Gian Villante,175,-210,Red,175,47.61904762
1605,Thomas Almeida,Albert Morales,-300,250,Red,Jimmie Rivera,Thomas Almeida,-185,160,Red,54.05405405,160
1606,Claudia Gadelha,Cortney Casey,-460,365,Red,Lyman Good,Elizeu Zaleski dos Santos,-150,130,Blue,66.66666667,130
1607,Thales Leites,Krzysztof Jotko,-135,115,Blue,Rafael Natal,Eryk Anders,-105,-115,Blue,95.23809524,86.95652174
1608,Warlley Alves,Kamaru Usman,175,-210,Blue,Ryan LaFlare,Alex Oliveira,-175,155,Blue,57.14285714,155
1609,Sergio Moraes,Zak Ottow,-150,130,Red,Damian Grabowski,Chase Sherman,205,-245,Blue,205,40.81632653
1610,Cezar Ferreira,Jack Hermansson,110,-130,Red,Kyle Bochniak,Jeremy Kennedy,245,-290,Blue,245,34.48275862
1611,Marcos Rogerio de Lima,Gadzhimurad Antigulov,-165,145,Blue,Brian Kelleher,Marlon Vera,-235,195,Blue,42.55319149,195
1612,Johnny Eduardo,Manvel Gamburyan,-140,120,Red,Tim Johnson,Junior Albini,-280,240,Blue,35.71428571,240
1613,Luis Henrique,Christian Colombo,-290,245,Red,Shane Burgos,Godofredo Pepey,-700,500,Red,14.28571429,500
1614,Pedro Munhoz,Justin Scoggins,135,-155,Red,Frankie Perez,Chris Wade,300,-360,Blue,300,27.77777778
1615,Francimar Barroso,Darren Stewart,-155,135,Draw,Gunnar Nelson,Santiago Ponzinibbio,-174,164,Blue,57.47126437,164
1616,Gegard Mousasi,Uriah Hall,-560,430,Red,Joanne Calderwood,Cynthia Calvillo,180,-220,Blue,180,45.45454545
1617,Ross Pearson,Stevie Ray,-105,-115,Blue,Stevie Ray,Paul Felder,-185,160,Blue,54.05405405,160
1618,Tim Johnson,Alexander Volkov,-150,130,Blue,Jack Marshman,Ryan Janes,-500,400,Red,20,400
1619,Artem Lobov,Teruto Ishihara,220,-260,Red,Khalil Rountree Jr.,Paul Craig,-145,125,Red,68.96551724,125
1620,Magnus Cedenblad,Jack Marshman,-250,210,Blue,James Mulheron,Justin Willis,130,-140,Blue,130,71.42857143
1621,Kyoji Horiguchi,Ali Bagautinov,-200,170,Red,Danny Roberts,Bobby Nash,-190,165,Red,52.63157895,165
1622,Kevin Lee,Magomed Mustafaev,-145,125,Red,Alexandre Pantoja,Neil Seery,-350,290,Red,28.57142857,290
1623,Anna Elmose,Amanda Cooper,-140,120,Blue,Charlie Ward,Galore Bofando,175,-210,Blue,175,47.61904762
1624,Justin Ledet,Mark Godbeer,-140,130,Red,Danny Henry,Daniel Teymur,150,-170,Red,150,58.82352941
1625,Zak Cummings,Alexander Yakovlev,-170,150,Red,Brett Johns,Albert Morales,-350,290,Red,28.57142857,290
1626,Marion Reneau,Milana Dudieva,-225,185,Red,Leslie Smith,Amanda Lemos,-225,185,Red,44.44444444,185
1627,Brett Johns,Kwan Ho Kwak,-220,180,Red,Yoel Romero,Robert Whittaker,110,-130,Blue,110,76.92307692
1628,Charlie Ward,Abdul Razak Alhassan,270,-330,Blue,Fabricio Werdum,Alistair Overeem,120,-140,Blue,120,71.42857143
1629,Eddie Alvarez,Conor McGregor,140,-160,Blue,Daniel Omielanczuk,Curtis Blaydes,470,-640,Blue,470,15.625
1630,Tyron Woodley,Stephen Thompson,160,-185,Draw,Anthony Pettis,Jim Miller,-235,195,Red,42.55319149,195
1631,Joanna Jedrzejczyk,Karolina Kowalkiewicz,-400,325,Red,Rob Font,Douglas Silva de Andrade,-265,225,Red,37.73584906,225
1632,Chris Weidman,Yoel Romero,-220,180,Blue,Travis Browne,Aleksei Oleinik,-290,245,Blue,34.48275862,245
1633,Miesha Tate,Raquel Pennington,-140,120,Blue,Chad Laprise,Brian Camozzi,-550,425,Red,18.18181818,425
1634,Frankie Edgar,Jeremy Stephens,-325,265,Red,Thiago Santos,Gerald Meerschaert,-160,140,Red,62.5,140
1635,Khabib Nurmagomedov,Michael Johnson,-345,285,Red,Jordan Mein,Belal Muhammad,115,-135,Blue,115,74.07407407
1636,Rafael Natal,Tim Boetsch,-145,125,Blue,Cody Stamann,Terrion Ware,-245,205,Red,40.81632653,205
1637,Vicente Luque,Belal Muhammad,-125,105,Red,Trevin Giles,James Bochnovic,-250,210,Red,40,210
1638,Jim Miller,Thiago Alves,135,-155,Red,Michael Johnson,Justin Gaethje,-165,145,Blue,60.60606061,145
1639,Liz Carmouche,Katlyn Chookagian,145,-165,Red,Dhiego Lima,Jesse Taylor,150,-170,Blue,150,58.82352941
1640,Rafael Dos Anjos,Tony Ferguson,-140,120,Blue,Jared Cannonier,Nick Roehrick,-350,290,Red,28.57142857,290
1641,Diego Sanchez,Marcin Held,250,-300,Red,Brad Tavares,Elias Theodorou,-115,-105,Red,86.95652174,95.23809524
1642,Ricardo Lamas,Charles Oliveira,-110,-110,Red,Jordan Johnson,Marcel Fortuna,-190,165,Red,52.63157895,165
1643,Martin Bravo,Claudio Puelles,-105,-115,Red,Angela Hill,Ashley Yoder,-340,280,Red,29.41176471,280
1644,Beneil Dariush,Rashid Magomedov,-115,-105,Red,James Krause,Tom Gallicchio,-550,425,Red,18.18181818,425
1645,Alexa Grasso,Heather Jo Clark,-620,460,Red,Ed Herman,CB Dollaway,125,-145,Blue,125,68.96551724
1646,Erik Perez,Felipe Arantes,-240,200,Red,Tecia Torres,Juliana Lima,-470,375,Red,21.27659574,375
1647,Marco Beltran,Joe Soto,-135,115,Blue,Gray Maynard,Teruto Ishihara,285,-345,Red,285,28.98550725
1648,Erick Montano,Max Griffin,125,-135,Blue,Michael Chiesa,Kevin Lee,125,-145,Blue,125,68.96551724
1649,Henry Briones,Douglas Silva de Andrade,-105,-115,Blue,Tim Boetsch,Johny Hendricks,125,-145,Red,125,68.96551724
1650,Sam Alvey,Alex Nicholson,-165,145,Red,Felice Herrig,Justine Kish,140,-160,Red,140,62.5
1651,Polo Reyes,Jason Novelli,-155,135,Red,Tim Means,Alex Garcia,-310,255,Red,32.25806452,255
1652,Enrique Barzola,Chris Avila,-550,425,Red,BJ Penn,Dennis Siver,115,-135,Blue,115,74.07407407
1653,Michael Bisping,Dan Henderson,-260,220,Red,Clay Guida,Erik Koch,290,-350,Red,290,28.57142857
1654,Vitor Belfort,Gegard Mousasi,300,-360,Blue,Vitor Miranda,Marvin Vettori,315,-380,Blue,315,26.31578947
1655,Ovince Saint Preux,Jimi Manuwa,-145,125,Blue,Devin Powell,Darrell Horcher,360,-450,Blue,360,22.22222222
1656,Stefan Struve,Daniel Omielanczuk,-190,165,Red,Jared Gordon,Michel Quinones,-135,115,Red,74.07407407,115
1657,Mirsad Bektic,Russell Doane,-580,440,Red,Anthony Rocco Martin,Johnny Case,-125,105,Red,80,105
1658,Brad Pickett,Iuri Alcantara,130,-150,Blue,Josh Stansbury,Jeremy Kimball,-160,140,Blue,62.5,140
1659,Davey Grant,Damian Stasiak,-190,165,Blue,Holly Holm,Bethe Correia,-570,435,Red,17.54385965,435
1660,Leon Edwards,Albert Tumenov,150,-170,Red,Andrei Arlovski,Marcin Tybura,190,-230,Blue,190,43.47826087
1661,Lukasz Sajewski,Marc Diakiese,245,-290,Blue,Dong Hyun Kim,Colby Covington,200,-240,Blue,200,41.66666667
1662,Danny Roberts,Mike Perry,110,-130,Blue,Tarec Saffiedine,Rafael Dos Anjos,170,-200,Blue,170,50
1663,Leonardo Santos,Adriano Martins,175,-210,Red,Takanori Gomi,Jon Tuck,325,-360,Blue,325,27.77777778
1664,John Lineker,John Dodson,105,-125,Red,Cyril Asker,Walt Harris,300,-360,Blue,300,27.77777778
1665,Will Brooks,Alex Oliveira,-320,260,Blue,Alex Caceres,Rolando Dy,-320,260,Red,31.25,260
1666,Joshua Burkman,Zak Ottow,-260,220,Blue,Justin Scoggins,Ulka Sasaki,-525,415,Blue,19.04761905,415
1667,Louis Smolka,Brandon Moreno,-525,450,Blue,Kwan Ho Kwak,Russell Doane,-120,100,Blue,83.33333333,100
1668,Henrique da Silva,Joachim Christensen,-135,115,Red,Naoki Inoue,Carls John De Tomas,-275,235,Red,36.36363636,235
1669,Hacran Dias,Andre Fili,-150,130,Blue,Ji Yeon Kim,Lucie Pudilova,100,-120,Blue,100,83.33333333
1670,Shamil Abdurakhimov,Walt Harris,-145,125,Red,Derrick Lewis,Mark Hunt,-150,130,Blue,66.66666667,130
1671,Keita Nakamura,Elizeu Zaleski dos Santos,-125,105,Blue,Derek Brunson,Daniel Kelly,-250,210,Red,40,210
1672,Nate Marquardt,Tamdan McCrory,140,-160,Red,Dan Hooker,Ross Pearson,-145,125,Red,68.96551724,125
1673,Jonathan Wilson,Ion Cutelaba,100,-120,Blue,Ion Cutelaba,Henrique da Silva,-305,275,Red,32.78688525,275
1674,Cody East,Curtis Blaydes,195,-235,Blue,Tim Elliott,Ben Nguyen,-170,160,Blue,58.82352941,160
1675,Kelly Faszholz,Ketlen Vieira,-115,-105,Blue,Alexander Volkanovski,Mizuto Hirota,-580,440,Red,17.24137931,440
1676,Cris Cyborg,Lina Lansberg,-1000,650,Red,Damien Brown,Vinc Pichel,105,-125,Blue,105,80
1677,Renan Barao,Phillipe Nover,-640,470,Red,Luke Jumeau,Dominique Steele,175,-210,Red,175,47.61904762
1678,Roy Nelson,Antonio Silva,-420,335,Red,John Moraga,Ashkan Mokhtarian,-210,175,Red,47.61904762,175
1679,Francisco Trinaldo,Paul Felder,-155,135,Red,Kiichi Kunimoto,Zak Ottow,310,-370,Blue,310,27.02702703
1680,Thiago Santos,Eric Spicely,-800,550,Blue,JJ Aldrich,Chanmi Jeon,-200,170,Red,50,170
1681,Godofredo Pepey,Mike de la Torre,-110,-110,Red,Jose Aldo,Max Holloway,-145,125,Blue,68.96551724,125
1682,Gilbert Burns,Michel Prazeres,-245,205,Blue,Claudia Gadelha,Karolina Kowalkiewicz,-280,240,Red,35.71428571,240
1683,Rani Yahya,Michinori Tanaka,-105,-115,Red,Vitor Belfort,Nate Marquardt,-180,158,Red,55.55555556,158
1684,Jussier Formiga,Dustin Ortiz,-210,175,Red,Paulo Costa,Oluwale Bamgbose,-265,225,Red,37.73584906,225
1685,Erick Silva,Luan Chagas,130,-150,Red,Erick Silva,Yancy Medeiros,120,-140,Blue,120,71.42857143
1686,Alan Patrick,Stevie Ray,145,-165,Red,Raphael Assuncao,Marlon Moraes,220,-260,Red,220,38.46153846
1687,Vicente Luque,Hector Urbina,-580,440,Red,Johnny Eduardo,Matthew Lopez,-110,-110,Blue,90.90909091,90.90909091
1688,Glaico Franca,Gregor Gillespie,-140,120,Blue,Iuri Alcantara,Brian Kelleher,-380,315,Blue,26.31578947,315
1689,Dustin Poirier,Michael Johnson,-165,145,Blue,Viviane Pereira,Jamie Moyle,-180,158,Red,55.55555556,158
1690,Uriah Hall,Derek Brunson,160,-185,Blue,Luan Chagas,Jimmy Wallhead,-260,220,Red,38.46153846,220
1691,Evan Dunham,Rick Glenn,-340,280,Red,Alexander Gustafsson,Glover Teixeira,-300,250,Red,33.33333333,250
1692,Roan Carneiro,Kenny Robertson,100,-120,Red,Volkan Oezdemir,Misha Cirkunov,375,-470,Red,375,21.27659574
1693,Chris Wade,Islam Makhachev,115,-135,Blue,Peter Sobotta,Ben Saunders,-135,115,Red,74.07407407,115
1694,Chas Skelly,Maximo Blanco,-150,130,Red,Abdul Razak Alhassan,Omari Akhmedov,-275,235,Blue,36.36363636,235
1695,Gabriel Benitez,Sam Sicilia,100,-120,Red,Oliver Enkamp,Nordine Taleb,275,-335,Blue,275,29.85074627
1696,Augusto Montano,Belal Muhammad,375,-470,Blue,Jack Hermansson,Alex Nicholson,-165,145,Red,60.60606061,145
1697,Antonio Carlos Junior,Leonardo Augusto Leleco,-280,240,Red,Pedro Munhoz,Damian Stasiak,-670,485,Red,14.92537313,485
1698,Jose Quinonez,Joey Gomez,125,-145,Red,Trevor Smith,Chris Camozzi,130,-150,Red,130,66.66666667
1699,Erick Montano,Randy Brown,425,-550,Blue,Reza Madadi,Joaquim Silva,135,-155,Blue,135,64.51612903
1700,Alejandro Perez,Albert Morales,-110,-110,Draw,Nico Musoke,Bojan Velickovic,-130,110,Blue,76.92307692,110
1701,Stipe Miocic,Alistair Overeem,-145,125,Red,Darren Till,Jessin Ayari,-275,235,Red,36.36363636,235
1702,Fabricio Werdum,Travis Browne,-265,225,Red,Marcin Held,Damir Hadzovic,-290,245,Blue,34.48275862,245
1703,CM Punk,Mickey Gall,345,-430,Blue,Stipe Miocic,Junior Dos Santos,-165,145,Red,60.60606061,145
1704,Urijah Faber,Jimmie Rivera,150,-170,Blue,Joanna Jedrzejczyk,Jessica Andrade,-190,165,Red,52.63157895,165
1705,Jessica Andrade,Joanne Calderwood,-130,110,Red,Demian Maia,Jorge Masvidal,-115,-105,Red,86.95652174,95.23809524
1706,Jessica Eye,Bethe Correia,-125,105,Blue,Frankie Edgar,Yair Rodriguez,-140,120,Red,71.42857143,120
1707,Brad Tavares,Caio Magalhaes,-220,180,Red,Krzysztof Jotko,David Branch,-170,150,Blue,58.82352941,150
1708,Nik Lentz,Michael McBride,-550,425,Red,Chas Skelly,Jason Knight,-110,-110,Blue,90.90909091,90.90909091
1709,Drew Dober,Jason Gonzalez,-150,130,Red,Chase Sherman,Rashad Coulter,-110,-110,Red,90.90909091,90.90909091
1710,Yancy Medeiros,Sean Spencer,-130,110,Red,James Vick,Polo Reyes,-355,320,Red,28.16901408,320
1711,Andrei Arlovski,Josh Barnett,110,-130,Blue,Jessica Aguilar,Cortney Casey,140,-160,Blue,140,62.5
1712,Alexander Gustafsson,Jan Blachowicz,-700,500,Red,Gabriel Benitez,Enrique Barzola,-135,115,Blue,74.07407407,115
1713,Ryan Bader,Ilir Latifi,-170,150,Red,Joachim Christensen,Gadzhimurad Antigulov,315,-380,Blue,315,26.31578947
1714,Nick Hein,Tae Hyun Bang,-335,275,Red,Cub Swanson,Artem Lobov,-600,450,Red,16.66666667,450
1715,Jessin Ayari,Jimmy Wallhead,110,-130,Red,Al Iaquinta,Diego Sanchez,-420,335,Red,23.80952381,335
1716,Peter Sobotta,Nicolas Dalby,170,-200,Red,Ovince Saint Preux,Marcos Rogerio de Lima,-160,140,Red,62.5,140
1717,Ashlee Evans-Smith,Veronica Macedo,-240,200,Red,John Dodson,Eddie Wineland,-400,325,Red,25,325
1718,Taylor Lapilus,Leandro Issa,-160,140,Red,Joe Lauzon,Stevie Ray,145,-165,Blue,145,60.60606061
1719,Jarjis Danho,Christian Colombo,-135,115,Draw,Jake Ellenberger,Mike Perry,105,-125,Blue,105,80
1720,Scott Askham,Jack Hermansson,-105,-115,Blue,Thales Leites,Sam Alvey,-125,105,Red,80,105
1721,Rustam Khabilov,Leandro Silva,-450,360,Red,Dustin Ortiz,Brandon Moreno,-120,100,Blue,83.33333333,100
1722,Demian Maia,Carlos Condit,115,-135,Red,Scott Holtzman,Michael McBride,-280,240,Red,35.71428571,240
1723,Anthony Pettis,Charles Oliveira,-165,145,Red,Jessica Penne,Danielle Taylor,-110,-110,Blue,90.90909091,90.90909091
1724,Paige VanZant,Bec Rawlings,-210,175,Red,Alexis Davis,Cindy Dandois,-290,245,Red,34.48275862,245
1725,Joe Lauzon,Jim Miller,-140,120,Blue,Bryan Barberena,Joe Proctor,-330,270,Red,30.3030303,270
1726,Sam Alvey,Kevin Casey,-270,230,Red,Hector Sandoval,Matt Schnell,130,-150,Red,130,66.66666667
1727,Enrique Barzola,Kyle Bochniak,115,-135,Blue,Demetrious Johnson,Wilson Reis,-1100,700,Red,9.090909091,700
1728,Garreth McLellan,Alessio Di Chirico,270,-330,Blue,Rose Namajunas,Michelle Waterson,110,-130,Red,110,76.92307692
